
locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of_building
Roulers,HOUSE,HOUSE,239500,,3,136,1,0,0,,,,,362,,0,GOOD
Malines,HOUSE,HOUSE,150000,Public sale,2,145,1,1,0,,,,,353,2,,TO_BE_DONE_UP
Hal-Vilvorde,HOUSE,MIXED_USE_BUILDING,950000,,5,650,1,0,0,,,,,2653,4,,AS_NEW
Audenarde,HOUSE,OTHER_PROPERTY,1995000,,8,630,1,1,0,1,,,,7630,4,,AS_NEW
Audenarde,HOUSE,COUNTRY_COTTAGE,1995000,,8,630,1,1,0,1,,,,7630,4,,AS_NEW
Waremme,HOUSE,HOUSE,179500,,3,110,1,1,0,1,20,1,200,398,3,,
Courtrai,HOUSE,HOUSE,264500,,4,150,1,0,0,,,1,,362,,0,
Anvers,HOUSE,TOWN_HOUSE,318300,,4,216,1,1,0,,,,,350,3,,AS_NEW
Saint-Nicolas,HOUSE,HOUSE,332100,,3,160,1,1,0,,,,,425,2,,AS_NEW
Louvain,HOUSE,HOUSE,336000,,3,210,1,1,0,,,1,,1048,3,,AS_NEW
Anvers,HOUSE,HOUSE,336600,,3,165,1,1,0,,,1,,784,3,,AS_NEW
Anvers,HOUSE,HOUSE,339100,,3,165,1,1,0,,,1,,566,2,,AS_NEW
Anvers,HOUSE,HOUSE,340300,,3,165,1,1,0,,,1,,570,2,,AS_NEW
Saint-Nicolas,HOUSE,HOUSE,348300,,3,128,1,1,0,,,,,313,2,,AS_NEW
Louvain,HOUSE,HOUSE,351500,,3,210,1,1,0,,,1,,1172,3,,AS_NEW
Anvers,HOUSE,HOUSE,351700,,3,124,1,1,0,,,,,556,3,,AS_NEW
Anvers,HOUSE,HOUSE,351700,,3,124,1,1,0,,,,,556,3,,AS_NEW
Anvers,HOUSE,TOWN_HOUSE,358300,,4,216,1,1,0,,,,,366,2,,AS_NEW
Saint-Nicolas,HOUSE,HOUSE,362600,,3,144,1,1,0,,,,,389,2,,AS_NEW
Anvers,HOUSE,TOWN_HOUSE,363600,,4,216,1,1,0,,,,,371,2,,AS_NEW
Louvain,HOUSE,HOUSE,365300,,3,182,1,1,0,,,1,,787,3,,AS_NEW
Louvain,HOUSE,HOUSE,365300,,3,182,1,1,0,,,1,,710,3,,AS_NEW
Saint-Nicolas,HOUSE,HOUSE,369000,,3,182,1,1,0,,,,,452,2,,AS_NEW
Anvers,HOUSE,HOUSE,373400,,3,144,1,1,0,,,,,620,3,,AS_NEW
Saint-Nicolas,HOUSE,HOUSE,375000,,3,182,1,1,0,,,,,457,2,,AS_NEW
Anvers,HOUSE,HOUSE,378900,,3,189,1,1,0,,,,,497,3,,AS_NEW
Anvers,HOUSE,HOUSE,378900,,3,189,1,1,0,,,,,498,3,,AS_NEW
Anvers,HOUSE,HOUSE,385200,,3,162,1,1,0,,,1,,470,3,,AS_NEW
Louvain,HOUSE,HOUSE,411200,,3,216,1,1,0,,,,,794,4,,AS_NEW
Anvers,HOUSE,HOUSE,416800,,3,170,1,1,0,,,1,,789,3,,AS_NEW
Gand,HOUSE,HOUSE,417750,,4,,1,1,0,,,,,,2,,
Anvers,HOUSE,HOUSE,422200,,3,182,1,1,0,,,1,,530,3,,AS_NEW
Anvers,HOUSE,HOUSE,424800,,2,141,1,1,0,,,1,,516,3,,AS_NEW
Malines,HOUSE,HOUSE,426600,,3,233,1,1,0,,,,,1203,4,,AS_NEW
Malines,HOUSE,HOUSE,434000,,4,185,1,1,0,,,,,1070,4,,AS_NEW
Bruges,HOUSE,HOUSE,437000,,3,204,1,0,0,1,,,,330,,0,
Malines,HOUSE,HOUSE,440900,,3,208,1,1,0,,,,,786,3,,AS_NEW
Malines,HOUSE,HOUSE,446900,,3,208,1,1,0,,,,,957,3,,AS_NEW
Louvain,HOUSE,HOUSE,498900,,3,216,1,1,0,,,,,1070,4,,AS_NEW
Nivelles,HOUSE,HOUSE,595500,,4,445,0,1,0,,,1,,1401,4,,
Louvain,HOUSE,HOUSE,610300,,4,198,1,1,0,,,,,6296,4,,AS_NEW
Nivelles,HOUSE,VILLA,1690000,,4,340,1,0,0,1,76,1,1700,2379,4,0,AS_NEW
Bruxelles,HOUSE,HOUSE,1420000,,4,420,1,1,0,1,,,,720,2,,TO_BE_DONE_UP
Ypres,HOUSE,VILLA,369000,,4,225,1,1,1,1,50,1,,849,4,,JUST_RENOVATED
Liège,HOUSE,HOUSE,235000,,3,96,1,0,0,1,16,,,96,2,,
Gand,HOUSE,HOUSE,375000,,2,110,1,1,0,1,40,,,110,2,,TO_BE_DONE_UP
Gand,HOUSE,HOUSE,199000,,3,92,1,0,0,1,,1,,92,3,0,AS_NEW
Charleroi,HOUSE,VILLA,230000,,2,130,1,0,0,1,20,1,800,1430,4,,
Alost,HOUSE,HOUSE,249000,,3,188,1,1,0,1,12,1,,565,3,0,TO_RENOVATE
Bruges,HOUSE,HOUSE,250000,,3,88,1,0,0,1,23,,,9588,,0,TO_RENOVATE
Gand,HOUSE,HOUSE,540000,,3,,1,1,0,,,1,,,,0,AS_NEW
Bruxelles,HOUSE,APARTMENT_BLOCK,580000,,4,200,1,0,0,,,1,26,314,2,,TO_RENOVATE
Bruges,HOUSE,HOUSE,595000,,4,421,1,0,0,,,,,901,2,0,GOOD
Bruxelles,HOUSE,APARTMENT_BLOCK,2750000,,0,550,1,0,0,1,20,1,50,1062,2,0,GOOD
Namur,HOUSE,MIXED_USE_BUILDING,325000,,2,150,1,1,0,,,,,159,3,,GOOD
Alost,HOUSE,HOUSE,259000,,2,160,1,1,0,1,,1,1600,2058,3,,GOOD
Alost,HOUSE,TOWN_HOUSE,269000,,4,150,1,1,0,1,,,,204,2,0,AS_NEW
Nivelles,HOUSE,HOUSE,535000,,6,216,1,1,0,,,1,,2290,4,,GOOD
Gand,HOUSE,HOUSE,578888,,4,246,1,0,0,1,80,1,800,1447,4,0,GOOD
Liège,HOUSE,HOUSE,135000,,2,73,1,0,0,,,,,176,3,,
Louvain,HOUSE,HOUSE,260000,,3,130,1,0,0,,,1,175,430,2,0,GOOD
Thuin,HOUSE,VILLA,246000,,3,170,1,0,0,,,,,845,4,,AS_NEW
Namur,HOUSE,VILLA,295000,,3,160,1,1,0,,,,,540,3,,
Malines,HOUSE,HOUSE,479000,,4,239,1,0,0,,,,,666,3,0,AS_NEW
Termonde,HOUSE,HOUSE,235000,,3,151,1,0,0,1,,,,306,3,,TO_RENOVATE
Nivelles,HOUSE,HOUSE,495000,,5,243,1,1,0,1,63,,,1041,3,,
Soignies,HOUSE,HOUSE,,Life sale,2,115,1,1,0,1,,1,,577,3,,GOOD
Liège,HOUSE,TOWN_HOUSE,,Life sale,3,110,1,1,0,,,,,260,2,,AS_NEW
Liège,HOUSE,HOUSE,,Life sale,4,150,1,1,0,,,,,255,2,,
Thuin,HOUSE,VILLA,,Life sale,2,100,1,1,0,,,1,,810,4,,GOOD
Dinant,HOUSE,HOUSE,40000,,7,462,1,1,0,1,25,1,760,1406,4,,GOOD
Philippeville,HOUSE,HOUSE,99000,,4,130,0,0,0,,,1,300,620,2,,
Charleroi,HOUSE,MIXED_USE_BUILDING,99900,,4,160,1,0,0,,,,,248,3,0,TO_RENOVATE
Liège,HOUSE,HOUSE,100000,,2,80,1,1,0,1,18,1,180,313,2,,TO_RENOVATE
Liège,HOUSE,HOUSE,125000,,2,70,1,1,0,,,,,70,,,AS_NEW
Marche-en-Famenne,HOUSE,HOUSE,135000,,3,235,0,0,0,,,1,1104,1339,3,0,TO_RENOVATE
Courtrai,HOUSE,HOUSE,135000,,3,100,1,0,0,1,,,,235,,0,GOOD
Mons,HOUSE,HOUSE,137500,,3,180,1,0,0,,,1,100,420,3,,TO_BE_DONE_UP
Roulers,HOUSE,HOUSE,139000,,2,147,1,0,0,1,,1,,397,,0,GOOD
Charleroi,HOUSE,APARTMENT_BLOCK,145000,,3,140,1,0,0,,,,,201,3,,GOOD
Marche-en-Famenne,HOUSE,HOUSE,149000,,3,134,1,0,0,1,25,1,540,674,3,0,
Charleroi,HOUSE,HOUSE,165000,,3,196,1,1,0,1,80,,,611,4,,TO_RENOVATE
Courtrai,HOUSE,HOUSE,168000,,3,95,1,0,0,1,,1,,257,,0,GOOD
Mouscron,HOUSE,HOUSE,169000,,2,97,1,1,0,1,25,1,260,438,2,,GOOD
Dinant,HOUSE,HOUSE,170000,,3,175,1,0,0,1,,1,,429,,0,AS_NEW
Tielt,HOUSE,HOUSE,170000,,2,125,1,0,0,1,,1,180,529,3,0,TO_BE_DONE_UP
Mouscron,HOUSE,HOUSE,175000,,3,115,1,1,0,,,1,,425,3,,JUST_RENOVATED
Liège,HOUSE,HOUSE,179000,,3,124,1,0,0,1,30,,,345,3,,
Nivelles,HOUSE,MIXED_USE_BUILDING,185000,,1,135,1,1,0,,,,,219,2,,JUST_RENOVATED
Nivelles,HOUSE,HOUSE,185000,,1,135,1,1,0,1,30,,,219,2,,JUST_RENOVATED
Ostende,HOUSE,HOUSE,185000,,3,161,1,0,0,1,,,,502,,0,GOOD
Alost,HOUSE,HOUSE,185000,,3,145,1,1,0,,,1,,927,,0,TO_RENOVATE
Dinant,HOUSE,HOUSE,189000,,4,300,1,0,0,,,1,,630,2,,GOOD
Ostende,HOUSE,HOUSE,189000,,3,153,1,0,0,1,,1,90,303,,0,GOOD
Ypres,HOUSE,HOUSE,189000,,4,120,1,0,0,1,,1,1,280,,0,GOOD
Roulers,HOUSE,HOUSE,189500,,2,130,1,0,0,1,13,1,2500,304,,0,AS_NEW
Dinant,HOUSE,HOUSE,195000,,4,135,1,0,0,1,16,1,1360,1435,,0,AS_NEW
Alost,HOUSE,HOUSE,198000,,3,160,1,1,0,1,,1,450,813,3,,GOOD
Hal-Vilvorde,HOUSE,MIXED_USE_BUILDING,199000,,2,143,1,1,0,1,10,,,212,2,,TO_RESTORE
Courtrai,HOUSE,HOUSE,199000,,4,258,1,0,0,1,,,,581,,0,GOOD
Alost,HOUSE,HOUSE,210000,,3,130,1,0,0,1,,,,203,,0,GOOD
Neufchâteau,HOUSE,HOUSE,224000,,3,111,1,1,0,1,10,1,51,111,2,0,
Neufchâteau,HOUSE,HOUSE,224000,,3,112,1,0,0,1,11,1,54,112,2,0,
Louvain,HOUSE,HOUSE,225000,,4,130,1,0,0,,,1,962,1460,3,0,GOOD
Philippeville,HOUSE,HOUSE,230000,Public sale,5,333,1,1,0,,,,,5204,4,,GOOD
Courtrai,HOUSE,HOUSE,230000,,3,135,1,0,0,1,8,1,1,443,,0,GOOD
Neufchâteau,HOUSE,HOUSE,239000,,3,111,1,1,0,1,10,1,51,111,3,0,
Arlon,HOUSE,HOUSE,240000,,3,120,1,1,0,,,,,120,,,AS_NEW
Bruges,HOUSE,HOUSE,245000,,3,136,1,0,0,1,15,1,40,308,2,,TO_BE_DONE_UP
Termonde,HOUSE,HOUSE,247000,,4,138,1,0,0,,,1,65,293,3,,TO_RENOVATE
Gand,HOUSE,HOUSE,249000,,2,150,1,0,0,1,5,1,18,265,2,,GOOD
Bruges,HOUSE,HOUSE,255000,,2,113,1,0,0,1,,,,260,,0,AS_NEW
Bruges,HOUSE,HOUSE,255000,,3,146,1,0,0,,,,,365,,,GOOD
Marche-en-Famenne,HOUSE,HOUSE,257000,,3,115,1,1,0,1,,,,2785,4,,
Ypres,HOUSE,HOUSE,259000,,3,122,1,0,0,1,,1,1,1300,,0,TO_BE_DONE_UP
Ypres,HOUSE,HOUSE,259000,,5,178,1,0,0,,,,,688,,0,TO_BE_DONE_UP
Soignies,HOUSE,HOUSE,260000,,3,276,1,1,1,1,25,1,70,476,2,,AS_NEW
Soignies,HOUSE,HOUSE,260000,,3,181,1,0,0,,,1,,531,3,0,TO_BE_DONE_UP
Louvain,HOUSE,HOUSE,269000,,4,176,1,0,0,1,8,1,,476,,0,GOOD
Liège,HOUSE,HOUSE,269000,,3,122,1,0,0,1,15,,,122,3,,
Bruges,HOUSE,HOUSE,270000,,3,115,1,0,0,1,,1,1,1200,,0,TO_BE_DONE_UP
Malines,HOUSE,HOUSE,275000,,3,100,1,0,0,,,1,,330,2,0,AS_NEW
Dixmude,HOUSE,HOUSE,275000,,3,285,1,0,0,1,,,,421,,0,TO_BE_DONE_UP
Ostende,HOUSE,BUNGALOW,279000,,4,200,0,0,0,,,1,582,982,4,0,TO_BE_DONE_UP
Waremme,HOUSE,COUNTRY_COTTAGE,280000,,3,184,1,1,0,1,60,1,400,1129,4,,
Namur,HOUSE,HOUSE,280000,,4,161,1,0,0,1,20,1,15,339,3,,AS_NEW
Namur,HOUSE,HOUSE,280000,,4,161,1,0,0,1,20,1,15,339,3,,AS_NEW
Courtrai,HOUSE,HOUSE,280000,,5,120,1,0,0,,,,,166,,0,TO_BE_DONE_UP
Alost,HOUSE,HOUSE,280000,,4,131,1,0,0,1,,,,631,,0,GOOD
Hal-Vilvorde,HOUSE,HOUSE,281000,,2,130,1,0,0,1,,1,143,380,,0,GOOD
Courtrai,HOUSE,HOUSE,284900,,3,128,1,0,0,,,,,612,,0,AS_NEW
Nivelles,HOUSE,VILLA,285000,,3,90,1,0,1,,,1,1000,1090,,0,
Nivelles,HOUSE,HOUSE,285000,,3,120,1,1,1,1,29,,,324,2,,GOOD
Hal-Vilvorde,HOUSE,HOUSE,285000,,3,146,1,0,0,1,,,,389,4,0,TO_BE_DONE_UP
Namur,HOUSE,HOUSE,285000,,3,185,1,1,0,,,1,450,635,,,AS_NEW
Ostende,HOUSE,HOUSE,285000,,3,125,1,0,0,1,,,,345,,0,GOOD
Alost,HOUSE,HOUSE,285000,,3,263,1,1,0,,,1,349,612,,0,AS_NEW
Anvers,HOUSE,HOUSE,295000,,3,155,1,0,0,,,1,71,335,,0,AS_NEW
Liège,HOUSE,HOUSE,295000,,3,105,1,0,0,1,,1,115,1755,4,,
Liège,HOUSE,BUNGALOW,295000,,3,105,1,0,0,1,,1,115,1755,4,,
Thuin,HOUSE,VILLA,295000,,4,180,1,1,0,,,,,196,4,,
Ostende,HOUSE,HOUSE,295000,,4,192,1,0,1,1,12,1,42,372,2,,AS_NEW
Ostende,HOUSE,HOUSE,298000,,7,374,1,0,0,1,,1,,571,,0,GOOD
Audenarde,HOUSE,HOUSE,298400,,3,180,1,1,0,,,,,601,3,,GOOD
Anvers,HOUSE,HOUSE,299000,,3,162,1,0,0,,,1,65,332,,0,GOOD
Mouscron,HOUSE,HOUSE,299000,,4,162,1,1,1,1,20,1,,437,2,,JUST_RENOVATED
Mouscron,HOUSE,HOUSE,299000,,2,230,1,1,0,1,54,1,145,490,2,,
Bruges,HOUSE,HOUSE,299000,,2,92,1,0,0,1,9,,,142,,0,AS_NEW
Bruges,HOUSE,HOUSE,299000,,3,161,1,0,0,1,,1,1,451,,0,GOOD
Anvers,HOUSE,HOUSE,314475,,3,149,1,0,0,,,,,245,3,0,GOOD
Ath,HOUSE,HOUSE,315000,,3,152,1,1,0,,,,,962,4,,
Bruxelles,HOUSE,HOUSE,318000,,4,135,1,1,0,,,,,175,2,,GOOD
Bruxelles,HOUSE,APARTMENT_BLOCK,320000,,5,215,1,0,0,,,,,280,2,0,TO_RENOVATE
Namur,HOUSE,HOUSE,320000,,4,217,1,0,0,1,23,1,436,1418,4,0,TO_BE_DONE_UP
Namur,HOUSE,HOUSE,325000,,3,,1,1,0,1,35,1,,,4,,AS_NEW
Marche-en-Famenne,HOUSE,VILLA,325000,,4,150,1,0,0,1,40,1,1100,1742,,0,AS_NEW
Tournai,HOUSE,MIXED_USE_BUILDING,325000,,4,317,1,0,0,,,1,,3171,,0,
Tournai,HOUSE,MANSION,325000,,4,317,1,0,0,,,1,,3171,,0,
Tournai,HOUSE,HOUSE,325000,,4,317,1,0,0,,,1,,3171,,0,
Hal-Vilvorde,HOUSE,HOUSE,329000,,3,165,1,0,0,1,,,,345,3,0,GOOD
Liège,HOUSE,HOUSE,329000,,3,157,1,0,0,1,28,,,157,2,,
Tielt,HOUSE,HOUSE,329000,,3,177,1,0,0,1,,1,1,1172,,0,GOOD
Alost,HOUSE,HOUSE,335000,,3,118,1,0,0,1,,1,,385,,0,AS_NEW
Hasselt,HOUSE,HOUSE,339000,,3,190,1,0,1,1,,1,390,690,3,,AS_NEW
Dixmude,HOUSE,HOUSE,339000,,4,170,1,0,0,1,,1,,693,,0,AS_NEW
Malines,HOUSE,HOUSE,340000,,2,150,1,1,0,,,,,150,2,,GOOD
Thuin,HOUSE,HOUSE,340000,,3,141,1,0,0,1,39,,,481,4,,AS_NEW
Anvers,HOUSE,TOWN_HOUSE,345000,,3,172,1,1,0,1,20,1,132,403,2,,AS_NEW
Dixmude,HOUSE,HOUSE,349000,,4,170,1,0,0,1,,1,,721,,0,AS_NEW
Gand,HOUSE,HOUSE,359000,,3,168,1,0,0,,,,,1158,,0,TO_BE_DONE_UP
Alost,HOUSE,HOUSE,365000,,3,155,1,0,0,,,,,905,,,AS_NEW
Gand,HOUSE,HOUSE,365000,,3,120,1,0,0,,,,,427,,,AS_NEW
Hal-Vilvorde,HOUSE,HOUSE,369000,,5,200,1,1,0,,,1,,632,3,,TO_BE_DONE_UP
Bruges,HOUSE,HOUSE,369000,,4,172,1,0,0,1,,,,292,,0,GOOD
Bruxelles,HOUSE,HOUSE,370000,,3,120,1,0,0,1,58,,,310,2,,GOOD
Gand,HOUSE,HOUSE,370000,,4,358,1,0,0,1,,1,,1199,,0,GOOD
Bruxelles,HOUSE,HOUSE,375000,,3,100,1,0,0,1,28,1,88,263,2,,TO_RENOVATE
Waremme,HOUSE,VILLA,375000,,4,255,1,1,0,1,52,1,1800,2242,4,,
Soignies,HOUSE,VILLA,375000,,3,240,1,0,0,1,25,1,770,1130,4,,TO_RENOVATE
Bruges,HOUSE,HOUSE,375000,,3,159,1,0,0,,,1,,659,,0,AS_NEW
Mouscron,HOUSE,HOUSE,385000,,3,220,1,1,1,1,20,1,850,1204,4,,GOOD
Hal-Vilvorde,HOUSE,HOUSE,385267,,3,193,1,0,0,1,,,,465,3,,
Malines,HOUSE,HOUSE,388000,,3,108,1,0,0,,,1,,509,,0,AS_NEW
Louvain,HOUSE,HOUSE,389000,,4,155,1,0,0,1,,,,305,,0,GOOD
Gand,HOUSE,TOWN_HOUSE,390000,,4,279,1,1,0,1,13,1,72,519,2,,GOOD
Charleroi,HOUSE,MIXED_USE_BUILDING,399000,,6,330,1,0,0,1,,1,1400,2094,4,0,TO_BE_DONE_UP
Bruges,HOUSE,HOUSE,399000,,3,153,1,0,0,,,1,320,914,4,0,GOOD
Philippeville,HOUSE,HOUSE,400000,,6,485,1,0,0,1,25,1,600,1385,2,,
Philippeville,HOUSE,APARTMENT_BLOCK,400000,,6,485,1,0,0,1,25,1,600,1385,2,,
Anvers,HOUSE,HOUSE,405000,,5,190,1,1,1,1,20,1,80,397,2,,AS_NEW
Liège,HOUSE,VILLA,419000,,4,206,1,0,0,1,,,,2017,4,,
Louvain,HOUSE,VILLA,420000,,4,230,1,1,0,1,,,,2330,4,,TO_RENOVATE
Bruges,HOUSE,HOUSE,429000,,3,124,1,0,0,1,20,1,100,334,,0,AS_NEW
Malines,HOUSE,HOUSE,442000,,4,190,1,0,0,1,15,1,75,331,,0,AS_NEW
Arlon,HOUSE,HOUSE,445000,,4,233,1,1,0,1,,1,11,1573,4,,GOOD
Anvers,HOUSE,HOUSE,449000,,4,154,1,0,0,,,1,60,313,,0,AS_NEW
Bruges,HOUSE,HOUSE,449000,,5,492,1,0,0,1,,1,,1501,,0,GOOD
Dinant,HOUSE,FARMHOUSE,450000,,4,164,1,0,0,1,,,,1889,,0,GOOD
Charleroi,HOUSE,HOUSE,450000,,3,120,1,1,1,1,20,1,,5555,4,,GOOD
Louvain,HOUSE,HOUSE,459000,,4,252,1,1,0,1,17,1,360,1252,4,,GOOD
Roulers,HOUSE,HOUSE,459000,,3,390,1,1,1,1,125,1,125,545,3,,JUST_RENOVATED
Hal-Vilvorde,HOUSE,VILLA,460000,,3,160,1,1,0,1,30,1,200,770,4,,TO_RENOVATE
Anvers,HOUSE,MANOR_HOUSE,469000,,3,168,1,1,0,,,1,440,801,4,,GOOD
Gand,HOUSE,HOUSE,480000,,4,172,1,0,0,1,,1,265,575,3,0,GOOD
Bruxelles,HOUSE,EXCEPTIONAL_PROPERTY,485000,,4,153,1,0,0,1,15,1,248,492,3,,JUST_RENOVATED
Hal-Vilvorde,HOUSE,HOUSE,489000,,3,170,1,1,0,1,,,,387,2,,GOOD
Mouscron,HOUSE,VILLA,495000,,3,160,1,1,1,1,40,1,1340,1650,4,,GOOD
Louvain,HOUSE,VILLA,499000,,4,266,1,0,0,1,30,,,1766,,0,GOOD
Bruges,HOUSE,MANSION,519000,,5,260,1,0,1,1,25,,,390,2,,AS_NEW
Tournai,HOUSE,COUNTRY_COTTAGE,525000,,6,233,1,0,0,1,40,1,1500,2533,4,,AS_NEW
Alost,HOUSE,VILLA,538500,,5,330,1,0,0,,,1,720,1227,4,0,GOOD
Termonde,HOUSE,HOUSE,550000,,4,251,1,1,1,,,,,2223,4,,
Termonde,HOUSE,MIXED_USE_BUILDING,550000,,4,251,1,1,1,,,,,2223,4,,
Termonde,HOUSE,VILLA,550000,,4,251,1,1,1,,,,,2223,4,,
Tielt,HOUSE,VILLA,574500,,5,315,1,0,0,1,,,,1694,,0,AS_NEW
Bruges,HOUSE,HOUSE,595000,,4,,1,0,1,1,,,,,2,0,AS_NEW
Anvers,HOUSE,HOUSE,598000,,4,250,1,0,1,1,,1,,1031,4,,AS_NEW
Malines,HOUSE,VILLA,598000,,3,192,1,0,0,1,52,1,2000,2319,,0,AS_NEW
Mons,HOUSE,EXCEPTIONAL_PROPERTY,600000,,5,770,1,0,0,1,130,1,3116,4126,3,0,GOOD
Bruxelles,HOUSE,HOUSE,615000,,3,165,1,1,0,1,12,1,48,285,2,0,AS_NEW
Termonde,HOUSE,CASTLE,620000,,5,603,1,0,0,1,,1,,4460,4,0,TO_RENOVATE
Bruges,HOUSE,HOUSE,625000,,3,154,1,0,0,1,,1,,311,,0,AS_NEW
Bruxelles,HOUSE,HOUSE,645000,,5,425,1,0,0,1,,,,672,2,0,TO_RENOVATE
Courtrai,HOUSE,VILLA,649000,,4,350,1,0,0,1,,1,1500,2297,4,1,GOOD
Malines,HOUSE,VILLA,669000,,5,290,1,0,1,1,50,1,2201,2646,4,,AS_NEW
Hal-Vilvorde,HOUSE,VILLA,685000,,4,257,1,0,1,1,36,1,795,1217,4,,AS_NEW
Anvers,HOUSE,VILLA,685000,,3,374,1,0,0,1,,,,1636,,0,GOOD
Bruxelles,HOUSE,HOUSE,695000,,8,210,1,1,0,1,8,,,210,,,GOOD
Nivelles,HOUSE,HOUSE,750000,,4,220,1,0,0,1,,,,9020,4,0,TO_BE_DONE_UP
Bruxelles,HOUSE,HOUSE,755000,,5,235,1,1,0,1,35,1,,435,2,,
Hal-Vilvorde,HOUSE,HOUSE,795000,,4,200,1,0,0,,,1,,1370,4,0,GOOD
Audenarde,HOUSE,HOUSE,800000,,3,,1,1,0,1,,1,,,,0,AS_NEW
Audenarde,HOUSE,COUNTRY_COTTAGE,800000,,3,,1,1,0,1,,1,,,,0,AS_NEW
Audenarde,HOUSE,VILLA,800000,,3,,1,1,0,1,,1,,,,0,AS_NEW
Bruxelles,HOUSE,HOUSE,825000,,5,190,0,1,0,,,,,590,4,,TO_RENOVATE
Bruges,HOUSE,VILLA,885000,,4,257,1,0,0,,,1,,652,,0,
Anvers,HOUSE,HOUSE,895000,,3,200,1,0,0,1,,,,1020,,0,AS_NEW
Nivelles,HOUSE,EXCEPTIONAL_PROPERTY,950000,,4,275,1,0,0,1,16,,,1975,4,1,AS_NEW
Namur,HOUSE,HOUSE,950000,,3,340,1,1,1,1,50,1,2143,2658,4,1,AS_NEW
Nivelles,HOUSE,APARTMENT_BLOCK,990000,,8,276,1,1,0,,,,,1548,4,,AS_NEW
Ostende,HOUSE,VILLA,990000,,5,470,1,0,0,1,,1,,1770,,1,AS_NEW
Tielt,HOUSE,FARMHOUSE,1000000,,5,278,1,0,0,,,1,,20278,,0,GOOD
Anvers,HOUSE,HOUSE,1090000,,4,470,1,0,0,1,,,,8711,4,0,GOOD
Bruxelles,HOUSE,HOUSE,1100000,,4,320,1,0,0,1,17,1,280,675,2,0,AS_NEW
Bruges,HOUSE,VILLA,1135000,,3,302,1,0,0,1,,1,310,3693,,0,GOOD
Nivelles,HOUSE,VILLA,1150000,,7,540,1,1,0,1,150,1,1200,2240,4,1,AS_NEW
Roulers,HOUSE,HOUSE,1250000,,9,444,1,0,0,1,,,,657,,0,AS_NEW
Bruxelles,HOUSE,HOUSE,1350000,,5,385,1,1,0,1,14,,,530,2,0,JUST_RENOVATED
Bruges,HOUSE,HOUSE,1385000,,4,188,1,1,0,1,,1,58,369,2,0,AS_NEW
Roulers,HOUSE,MANOR_HOUSE,1480000,,7,1040,1,0,0,,,,,15778,,0,GOOD
Nivelles,HOUSE,VILLA,1495000,,5,422,1,0,1,1,271,,,9235,,1,AS_NEW
Gand,HOUSE,COUNTRY_COTTAGE,1499000,,4,390,1,0,0,,,1,,24870,,0,
Bruxelles,HOUSE,MANSION,1650000,,6,410,1,0,0,,,1,220,825,2,0,TO_RENOVATE
Bruxelles,HOUSE,HOUSE,1650000,,4,500,1,0,0,1,20,1,,500,2,0,
Bruxelles,HOUSE,HOUSE,1650000,,4,300,1,1,0,1,,1,350,650,2,0,GOOD
Bruxelles,HOUSE,VILLA,2200000,,5,588,1,1,0,1,,,,1888,4,,TO_BE_DONE_UP
Nivelles,HOUSE,VILLA,2450000,,8,730,1,0,1,,,,,3730,,1,GOOD
Bruxelles,HOUSE,HOUSE,2950000,,2,720,1,0,0,1,165,,,900,2,,AS_NEW
Bruges,HOUSE,VILLA,2995000,,5,203,1,0,0,1,,,,933,3,,AS_NEW
Bruges,HOUSE,VILLA,2995000,,4,197,1,0,0,,,,,927,,0,
Bruges,HOUSE,VILLA,4200000,,4,510,1,0,0,1,,1,,3971,4,0,GOOD
Bruxelles,HOUSE,HOUSE,825000,,6,305,0,1,0,1,,1,140,583,2,,TO_RENOVATE
Namur,HOUSE,MIXED_USE_BUILDING,350000,,2,390,1,1,0,,,,,390,2,,GOOD
Nivelles,HOUSE,HOUSE,370000,,3,135,1,1,0,1,20,1,150,335,2,,AS_NEW
Anvers,HOUSE,HOUSE,490000,,4,168,1,1,0,1,12,,,225,1,,GOOD
Huy,HOUSE,HOUSE,120000,Public sale,3,,1,1,0,1,,,,,3,,TO_BE_DONE_UP
Liège,HOUSE,HOUSE,246521,,4,169,1,1,0,1,9,1,74,243,2,,AS_NEW
Liège,HOUSE,HOUSE,269435,,4,188,1,1,0,1,19,1,115,303,3,,AS_NEW
Tongres,HOUSE,HOUSE,345000,,3,155,1,1,0,1,28,1,300,655,3,,AS_NEW
Bastogne,HOUSE,VILLA,390000,,4,242,1,1,0,1,,,,1042,4,,
Malines,HOUSE,HOUSE,399000,,3,160,0,1,0,,,1,380,640,3,,AS_NEW
Hal-Vilvorde,HOUSE,HOUSE,457600,,4,205,1,0,0,,,,,795,3,0,AS_NEW
Hal-Vilvorde,HOUSE,HOUSE,476400,,4,199,1,0,0,,,,,722,4,0,AS_NEW
Bruges,HOUSE,HOUSE,1385000,,4,188,1,1,0,1,32,1,58,354,2,0,AS_NEW
Mons,HOUSE,HOUSE,99000,,3,130,1,1,0,,,1,82,337,3,,GOOD
Louvain,HOUSE,HOUSE,199000,,3,204,1,0,0,1,18,,,429,2,,TO_BE_DONE_UP
Roulers,HOUSE,HOUSE,285000,,3,145,1,0,0,1,30,1,75,370,2,,AS_NEW
